Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.08552	2.09071	4.34783	106.094s	4.52254e-06	2023-04-09 12:00:41
2	2.07292	2.08587	4.83092	109.002s	3.27254e-06	2023-04-09 12:02:32
3	2.0566	2.07659	6.28019	107.091s	1.72746e-06	2023-04-09 12:04:22
4	2.05617	2.07251	6.28019	110.015s	4.77458e-07	2023-04-09 12:06:17
5	2.04575	2.07447	6.76329	106.305s	0	2023-04-09 12:08:07
6	2.04856	2.07696	6.28019	108.378s	4.77458e-07	2023-04-09 12:10:00
7	2.04777	2.07175	6.76329	107.087s	1.72746e-06	2023-04-09 12:11:49
8	2.05224	2.054	5.31401	110.808s	3.27254e-06	2023-04-09 12:13:42
9	2.0323	2.03356	7.72947	107.788s	4.52254e-06	2023-04-09 12:15:31
10	2.00254	2.00833	6.76329	110.429s	5e-06	2023-04-09 12:17:25
11	1.97737	1.97923	11.5942	106.703s	4.52254e-06	2023-04-09 12:19:14
12	1.96276	1.96192	9.66184	107.889s	3.27254e-06	2023-04-09 12:21:05
13	1.94678	1.98877	8.69565	107.771s	1.72746e-06	2023-04-09 12:22:55
14	1.9593	1.99908	14.9758	108.231s	4.77458e-07	2023-04-09 12:24:45
15	1.94155	2.01255	10.628	107.69s	0	2023-04-09 12:26:36
16	1.9442	1.96867	11.5942	107.937s	4.77458e-07	2023-04-09 12:28:26
17	1.95186	1.98366	10.1449	109.212s	1.72746e-06	2023-04-09 12:30:17
18	1.91687	1.95406	9.17874	109.373s	3.27254e-06	2023-04-09 12:32:08
19	1.93494	1.95434	10.628	107.065s	4.52254e-06	2023-04-09 12:33:57
20	1.92092	1.96189	8.69565	107.437s	5e-06	2023-04-09 12:35:48
21	1.91162	1.9617	13.0435	105.687s	4.52254e-06	2023-04-09 12:37:38
22	1.91982	1.93197	10.1449	107.16s	3.27254e-06	2023-04-09 12:39:27
23	1.91867	1.98096	13.0435	106.949s	1.72746e-06	2023-04-09 12:41:15
24	1.91094	1.95491	12.5604	107.531s	4.77458e-07	2023-04-09 12:43:05
25	1.8964	1.96027	13.0435	107.959s	0	2023-04-09 12:44:54
26	1.89198	1.92325	14.0097	109.021s	4.77458e-07	2023-04-09 12:46:45
27	1.91052	1.92742	14.0097	105.693s	1.72746e-06	2023-04-09 12:48:33
28	1.89583	1.92018	14.0097	106.201s	3.27254e-06	2023-04-09 12:50:23
29	1.89016	1.93825	11.5942	107.551s	4.52254e-06	2023-04-09 12:52:14
30	1.89705	1.91005	15.4589	105.547s	5e-06	2023-04-09 12:54:01
31	1.88602	1.9098	14.4928	109.488s	4.52254e-06	2023-04-09 12:55:55
32	1.88259	1.91244	14.9758	110.104s	3.27254e-06	2023-04-09 12:57:46
33	1.87694	1.91954	17.8744	105.611s	1.72746e-06	2023-04-09 12:59:34
34	1.84583	1.93978	16.9082	107.152s	4.77458e-07	2023-04-09 13:01:25
35	1.83068	1.92269	14.9758	110.024s	0	2023-04-09 13:03:16
36	1.83951	1.91605	12.5604	109.584s	4.77458e-07	2023-04-09 13:05:08
37	1.83585	1.90976	20.2899	106.191s	1.72746e-06	2023-04-09 13:06:56
38	1.85662	1.90187	13.0435	105.187s	3.27254e-06	2023-04-09 13:08:44
39	1.84568	1.91324	14.4928	105.625s	4.52254e-06	2023-04-09 13:10:32
40	1.85917	1.91358	17.8744	105.687s	5e-06	2023-04-09 13:12:19
41	1.85421	1.91005	16.4251	107.606s	4.52254e-06	2023-04-09 13:14:09
42	1.8152	1.89065	18.8406	107.305s	3.27254e-06	2023-04-09 13:15:59
43	1.79287	1.85946	19.8068	107.088s	1.72746e-06	2023-04-09 13:17:51
44	1.81277	1.90059	20.2899	107.117s	4.77458e-07	2023-04-09 13:19:40
45	1.81014	1.87721	18.8406	105.801s	0	2023-04-09 13:21:27
46	1.82908	1.91075	15.4589	107.881s	4.77458e-07	2023-04-09 13:23:17
47	1.78746	1.89941	19.3237	107.96s	1.72746e-06	2023-04-09 13:25:07
48	1.82091	1.9042	20.7729	106.821s	3.27254e-06	2023-04-09 13:26:55
49	1.8153	1.90403	14.9758	106.228s	4.52254e-06	2023-04-09 13:28:45
50	1.77546	1.84516	21.256	106.337s	5e-06	2023-04-09 13:30:33
