Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.08346	2.0764	5.31401	107.752s	4.52254e-06	2023-04-09 10:28:52
2	2.06693	2.08038	5.7971	104.916s	3.27254e-06	2023-04-09 10:30:38
3	2.05114	2.07353	7.24638	109.2s	1.72746e-06	2023-04-09 10:32:31
4	2.03574	2.06466	8.21256	110.191s	4.77458e-07	2023-04-09 10:34:25
5	2.03907	2.06728	8.21256	108.18s	0	2023-04-09 10:36:17
6	2.03987	2.06527	6.76329	106.201s	4.77458e-07	2023-04-09 10:38:04
7	2.04139	2.05199	9.66184	105.772s	1.72746e-06	2023-04-09 10:39:52
8	2.0319	2.05498	7.24638	107.168s	3.27254e-06	2023-04-09 10:41:43
9	2.01225	2.0415	9.17874	107.846s	4.52254e-06	2023-04-09 10:43:32
10	1.9878	2.05389	10.628	107.694s	5e-06	2023-04-09 10:45:23
11	1.97994	2.01219	10.1449	109.829s	4.52254e-06	2023-04-09 10:47:21
12	1.95411	2.00793	12.5604	103.172s	3.27254e-06	2023-04-09 10:49:06
13	1.9389	1.99687	9.17874	107.005s	1.72746e-06	2023-04-09 10:50:56
14	1.93672	1.99377	11.5942	108.958s	4.77458e-07	2023-04-09 10:52:47
15	1.9225	1.99281	13.5266	108.137s	0	2023-04-09 10:54:37
16	1.91701	2.00024	11.5942	104.204s	4.77458e-07	2023-04-09 10:56:25
17	1.92694	1.97151	9.66184	107.263s	1.72746e-06	2023-04-09 10:58:14
18	1.92447	1.975	13.5266	105.786s	3.27254e-06	2023-04-09 11:00:04
19	1.91578	1.96169	11.5942	107.213s	4.52254e-06	2023-04-09 11:01:53
20	1.89889	1.97009	10.1449	111.075s	5e-06	2023-04-09 11:03:46
21	1.91015	1.9413	12.5604	107.033s	4.52254e-06	2023-04-09 11:05:35
22	1.88209	1.9695	14.4928	107.457s	3.27254e-06	2023-04-09 11:07:24
23	1.90537	1.938	11.5942	107.696s	1.72746e-06	2023-04-09 11:09:15
24	1.88974	1.97591	13.5266	106.91s	4.77458e-07	2023-04-09 11:11:05
25	1.8813	1.94096	14.4928	109.993s	0	2023-04-09 11:12:59
26	1.8761	1.9575	14.9758	109.423s	4.77458e-07	2023-04-09 11:14:52
27	1.86698	1.94247	13.5266	108.73s	1.72746e-06	2023-04-09 11:16:44
28	1.87891	1.96962	14.9758	108.434s	3.27254e-06	2023-04-09 11:18:34
29	1.89578	1.9485	12.5604	107.058s	4.52254e-06	2023-04-09 11:20:23
30	1.85905	1.94121	12.0773	105.641s	5e-06	2023-04-09 11:22:11
31	1.84679	1.9537	13.5266	105.294s	4.52254e-06	2023-04-09 11:23:58
32	1.83881	1.97183	14.4928	107.705s	3.27254e-06	2023-04-09 11:25:47
33	1.84128	1.92548	15.4589	109.04s	1.72746e-06	2023-04-09 11:27:38
34	1.8304	1.91538	13.0435	107.79s	4.77458e-07	2023-04-09 11:29:29
35	1.81992	1.90669	12.5604	108.837s	0	2023-04-09 11:31:20
36	1.81504	1.92472	13.5266	109.351s	4.77458e-07	2023-04-09 11:33:11
37	1.80193	1.90849	13.5266	110.426s	1.72746e-06	2023-04-09 11:35:03
38	1.80235	1.91928	14.0097	107.277s	3.27254e-06	2023-04-09 11:36:52
39	1.83095	1.92192	14.4928	109.62s	4.52254e-06	2023-04-09 11:38:44
40	1.81179	1.92979	14.0097	108.191s	5e-06	2023-04-09 11:40:36
41	1.83233	1.88559	17.3913	108.9s	4.52254e-06	2023-04-09 11:42:27
42	1.79151	1.92334	15.942	110.663s	3.27254e-06	2023-04-09 11:44:21
43	1.79139	1.91741	14.4928	105.609s	1.72746e-06	2023-04-09 11:46:09
44	1.78456	1.92908	16.4251	108.944s	4.77458e-07	2023-04-09 11:47:59
45	1.76916	1.90759	14.9758	108.083s	0	2023-04-09 11:49:49
46	1.76736	1.87068	14.9758	108.136s	4.77458e-07	2023-04-09 11:51:39
47	1.79641	1.86806	15.942	106.141s	1.72746e-06	2023-04-09 11:53:27
48	1.79617	1.90444	15.4589	106.618s	3.27254e-06	2023-04-09 11:55:15
49	1.77848	1.86761	16.4251	104.921s	4.52254e-06	2023-04-09 11:57:02
50	1.78573	1.89555	14.4928	104.818s	5e-06	2023-04-09 11:58:49
