Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.08703	2.04826	9.66184	107.341s	4.52254e-05	2023-04-07 09:20:39
2	2.00357	2.0016	9.17874	107.449s	3.27254e-05	2023-04-07 09:22:28
3	1.95486	1.98291	11.5942	109.35s	1.72746e-05	2023-04-07 09:24:19
4	1.92917	1.99496	12.0773	105.763s	4.77458e-06	2023-04-07 09:26:13
5	1.903	1.98289	12.0773	105.798s	0	2023-04-07 09:28:03
6	1.90755	1.95889	13.5266	105.841s	4.77458e-06	2023-04-07 09:29:51
7	1.90048	1.95722	12.5604	108.66s	1.72746e-05	2023-04-07 09:31:43
8	1.90044	2.01178	14.0097	106.754s	3.27254e-05	2023-04-07 09:33:32
9	1.87909	2.03406	12.5604	110.151s	4.52254e-05	2023-04-07 09:35:25
10	1.88624	1.98677	12.0773	108.323s	5e-05	2023-04-07 09:37:15
11	1.84938	1.92276	13.5266	107.245s	4.52254e-05	2023-04-07 09:39:04
12	1.82282	1.88766	16.9082	107.773s	3.27254e-05	2023-04-07 09:40:54
13	1.75879	1.89689	17.3913	106.661s	1.72746e-05	2023-04-07 09:42:44
14	1.75026	1.89028	19.3237	105.504s	4.77458e-06	2023-04-07 09:44:33
15	1.69352	1.90923	18.3575	109.817s	0	2023-04-07 09:46:26
16	1.70355	1.87503	19.3237	107.372s	4.77458e-06	2023-04-07 09:48:16
17	1.6841	1.89389	18.8406	108.997s	1.72746e-05	2023-04-07 09:50:07
18	1.71332	1.91421	14.4928	109.779s	3.27254e-05	2023-04-07 09:52:00
19	1.71564	1.90811	15.4589	107.333s	4.52254e-05	2023-04-07 09:53:49
20	1.76477	1.95715	15.942	107.129s	5e-05	2023-04-07 09:55:38
21	1.753	1.81727	17.3913	106.335s	4.52254e-05	2023-04-07 09:57:26
22	1.68387	1.80643	20.7729	106.176s	3.27254e-05	2023-04-07 09:59:14
23	1.66676	1.79678	18.8406	103.99s	1.72746e-05	2023-04-07 10:01:01
24	1.6129	1.83534	21.256	107.192s	4.77458e-06	2023-04-07 10:02:50
25	1.56019	1.80695	21.256	106.724s	0	2023-04-07 10:04:40
26	1.58704	1.78805	22.2222	107.672s	4.77458e-06	2023-04-07 10:06:30
27	1.60915	1.77031	20.7729	107.337s	1.72746e-05	2023-04-07 10:08:20
28	1.58826	1.972	19.8068	110.267s	3.27254e-05	2023-04-07 10:10:13
29	1.65228	1.77543	22.7053	108.052s	4.52254e-05	2023-04-07 10:12:02
30	1.62971	1.80876	20.2899	108.133s	5e-05	2023-04-07 10:13:56
31	1.62815	1.80739	22.2222	107.968s	4.52254e-05	2023-04-07 10:15:46
32	1.60379	1.73667	23.6715	106.728s	3.27254e-05	2023-04-07 10:17:35
33	1.57918	1.81241	23.6715	107.066s	1.72746e-05	2023-04-07 10:19:30
34	1.51224	1.76843	25.6039	107.865s	4.77458e-06	2023-04-07 10:21:19
35	1.46802	1.75788	25.6039	108.507s	0	2023-04-07 10:23:11
36	1.4678	1.75971	24.6377	106.024s	4.77458e-06	2023-04-07 10:24:59
37	1.4751	1.87508	25.1208	106.614s	1.72746e-05	2023-04-07 10:26:47
38	1.46554	1.70186	25.1208	107.688s	3.27254e-05	2023-04-07 10:28:37
39	1.52776	1.76031	28.0193	105.685s	4.52254e-05	2023-04-07 10:30:26
40	1.54171	1.73477	23.6715	107.09s	5e-05	2023-04-07 10:32:21
41	1.52051	1.9441	25.1208	108.727s	4.52254e-05	2023-04-07 10:34:12
42	1.50723	1.69591	27.0531	108.591s	3.27254e-05	2023-04-07 10:36:02
43	1.44233	1.83508	26.087	105.738s	1.72746e-05	2023-04-07 10:37:50
44	1.38196	1.8105	28.0193	108.737s	4.77458e-06	2023-04-07 10:39:40
45	1.32162	1.84945	27.5362	106.364s	0	2023-04-07 10:41:28
46	1.3576	1.77714	28.0193	106.323s	4.77458e-06	2023-04-07 10:43:16
47	1.3539	1.78617	31.401	106.169s	1.72746e-05	2023-04-07 10:45:04
48	1.39916	1.79278	32.3671	105.703s	3.27254e-05	2023-04-07 10:46:54
49	1.42117	1.77383	25.6039	108.294s	4.52254e-05	2023-04-07 10:48:45
50	1.4538	1.73454	30.4348	106.256s	5e-05	2023-04-07 10:50:33
