Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.11538	2.08249	6.28019	109.44s	0.000487764	2023-03-31 22:35:32
2	2.07886	2.11971	5.31401	111.425s	0.000452254	2023-03-31 22:37:25
3	2.07048	2.08334	5.31401	110.357s	0.000396946	2023-03-31 22:39:17
4	2.0468	2.06449	6.28019	106.117s	0.000327254	2023-03-31 22:41:05
5	2.04569	2.04502	7.24638	105.992s	0.00025	2023-03-31 22:42:54
6	2.02779	2.0306	5.7971	110.72s	0.000172746	2023-03-31 22:44:53
7	2.02484	2.01778	7.72947	109.299s	0.000103054	2023-03-31 22:46:44
8	1.98715	2.00336	6.28019	109.381s	4.77458e-05	2023-03-31 22:48:37
9	1.98303	2.00745	11.1111	109.454s	1.22359e-05	2023-03-31 22:50:28
10	1.98513	1.99321	9.66184	108.873s	0	2023-03-31 22:52:20
11	1.9751	2.0078	11.1111	107.773s	1.22359e-05	2023-03-31 22:54:10
12	1.96617	1.99467	8.69565	108.73s	4.77458e-05	2023-03-31 22:56:00
13	1.96993	2.02657	9.66184	109.234s	0.000103054	2023-03-31 22:57:51
14	1.98428	2.02883	6.76329	109.417s	0.000172746	2023-03-31 22:59:43
15	2.00466	2.07879	8.21256	107.325s	0.00025	2023-03-31 23:01:32
16	2.00826	2.0483	6.28019	109.067s	0.000327254	2023-03-31 23:03:23
17	2.03558	2.0463	6.76329	112.638s	0.000396946	2023-03-31 23:05:17
18	2.00939	2.00265	6.76329	108.207s	0.000452254	2023-03-31 23:07:07
19	1.99865	1.9913	8.69565	108.893s	0.000487764	2023-03-31 23:08:58
20	2.02258	2.04187	6.76329	106.838s	0.0005	2023-03-31 23:10:46
21	2.05867	2.08122	5.31401	108.283s	0.000487764	2023-03-31 23:12:36
22	2.06374	2.0701	5.7971	106.729s	0.000452254	2023-03-31 23:14:25
23	2.04981	2.10244	4.83092	107.597s	0.000396946	2023-03-31 23:16:14
24	2.03253	2.0666	4.83092	110.051s	0.000327254	2023-03-31 23:18:06
25	2.03023	2.04119	7.24638	110.094s	0.00025	2023-03-31 23:19:58
26	2.02658	2.0267	6.28019	107.994s	0.000172746	2023-03-31 23:21:48
27	2.01175	2.02975	6.76329	114.325s	0.000103054	2023-03-31 23:23:44
28	2.00508	2.01987	5.7971	110.655s	4.77458e-05	2023-03-31 23:25:38
29	1.98613	2.02184	6.76329	112.449s	1.22359e-05	2023-03-31 23:27:35
